id	en_sentence	ta_sentence	offense_label	en_pos	en_dep	ta_pos	ta_dep
758	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX NOUN VERB AUX DET ADP	nsubj aux det amod case det root	PRON VERB DET ADV PART	nsubj root obj det obj
759	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET NOUN AUX PART ADJ	det det aux vocative amod	VERB PROPN VERB VERB	root nsubj root root
760	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	ADP ADP PRON AUX ADJ	obj cop nsubj aux amod	PRON VERB PROPN VERB VERB	obj nsubj compound obj root
761	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PART ADJ AUX INTJ	cop obj aux cop	PRON VERB PROPN VERB	nsubj root det root
762	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	NOUN ADJ VERB	case punct det	PART PROPN ADV	det nsubj amod
763	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PART	nsubj amod
764	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	AUX INTJ PRON AUX ADJ	punct cop nsubj aux amod	PRON VERB PROPN VERB VERB	obj obj nsubj obj root
765	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	ADV VERB PART PRON	cop root compound amod	PROPN VERB	det root
766	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON ADV VERB DET	nsubj cop root det	ADP VERB VERB	nsubj nsubj root
767	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	DET VERB PRON VERB	cop root vocative nsubj	PROPN VERB	nsubj root
768	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET VERB	nsubj root det det	NOUN VERB ADV VERB	compound obj amod root
769	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	VERB DET PRON AUX ADJ	advmod det nsubj aux amod	PRON VERB PROPN VERB VERB	nsubj root obj root root
770	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PROPN PRON ADP AUX	compound nsubj cop compound	PROPN NOUN VERB	nsubj amod root
771	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	DET PROPN PRON ADV	obj advmod nsubj advmod	ADV PRON VERB PROPN	amod obj obj advmod
772	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET AUX AUX DET ADJ	det root aux nsubj amod	VERB ADP VERB VERB	nsubj obj obj root
773	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	VERB VERB PRON ADV	amod nsubj nsubj advmod	ADJ PRON VERB NOUN	det nsubj nsubj advmod
774	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PRON VERB NOUN	nsubj punct root amod	PROPN VERB VERB	advmod obj root
775	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	AUX ADV PRON AUX ADJ	cop advmod nsubj aux amod	PRON VERB PROPN VERB VERB	nsubj obj advmod obj root
776	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	INTJ DET AUX NOUN VERB	case det aux amod cop	VERB VERB NOUN VERB VERB	root root amod nsubj root
777	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	INTJ VERB DET VERB ADV	nsubj root compound root obj	PART PART VERB ADV	amod amod root advmod
778	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB INTJ PRON ADV	nsubj aux root punct nsubj advmod	PART VERB VERB	det root root
779	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX PROPN NOUN NOUN AUX ADV	nsubj aux nsubj amod det cop root	PRON VERB DET ADP ADJ	obj obj amod amod case
780	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	VERB PART ADP PRON AUX	amod amod vocative nsubj aux	PRON PROPN PROPN ADV	nsubj advmod det det
781	Sure, that will definitely work 🙄	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	VERB DET AUX ADV INTJ PROPN	nsubj det aux root compound advmod	VERB VERB DET VERB VERB	nsubj nsubj advmod nsubj root
782	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB PRON PRON	nsubj advmod root case nsubj	PRON VERB NOUN ADP	obj nsubj obj advmod
783	Fantastic job, totally flawless 🙄	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ ADV PART ADV PART	amod amod root nsubj nsubj	ADP VERB VERB ADV	nsubj root root nsubj
784	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ DET INTJ	nsubj aux amod vocative root	PRON PART	nsubj case
785	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	ADJ VERB PRON PROPN	det root vocative cop	NOUN VERB	det root
786	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON VERB VERB DET	nsubj amod root case	PART VERB VERB	case obj root
787	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	PART NOUN PRON ADV	obj vocative nsubj advmod	PART PRON VERB NOUN	compound nsubj nsubj obj
788	Stay out of this, got it?	இதிலிருந்து விலகி இரு	disrespect_dismissive	ADP ADP NOUN DET ADV PRON	compound amod amod det punct vocative	VERB ADP PART	obj advmod compound
789	Your opinion doesn't matter	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	PART VERB ADV ADJ	punct amod obj case	VERB ADJ NOUN	nsubj compound compound
790	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON ADJ	nsubj amod
791	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	AUX DET AUX PRON AUX	obj cop compound nsubj aux	PRON DET PROPN ADP	nsubj compound compound amod
792	We don't need your input, got it?	உன் கருத்து எங்களுக்கு தேவையில்லை	disrespect_dismissive	PRON ADP VERB ADV AUX ADJ PART	nsubj amod root compound amod det cop	VERB VERB ADP ADP	obj root nsubj amod
793	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET ADP INTJ NOUN DET PRON	det amod obj cop root nsubj	VERB ADJ ADV NOUN	obj amod det advmod
794	Lovely, exactly what we needed 🙄	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV ADP PRON VERB ADP	amod advmod compound nsubj compound obj	ADV ADJ ADP	obj amod obj
795	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON AUX ADV NOUN	compound nsubj nsubj nsubj	PART PROPN VERB	amod amod root
796	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	PROPN VERB ADV VERB ADJ	vocative root punct root punct	NOUN ADV VERB ADJ	compound amod obj det
797	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	INTJ DET AUX INTJ ADV	vocative det aux amod cop	VERB VERB ADV VERB VERB	obj root nsubj obj root
798	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	DET PROPN VERB PRON AUX	root nsubj amod nsubj aux	PRON ADJ DET DET	nsubj case obj obj
799	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET VERB	nsubj root det compound	ADP VERB ADP VERB	advmod obj obj root
800	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	DET AUX PRON	det punct nsubj	ADV VERB NOUN	amod root amod
801	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON VERB VERB AUX	nsubj nsubj root advmod	ADP VERB VERB	compound root root
802	You are irrelevant here	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV	nsubj aux amod advmod	ADJ PRON VERB	nsubj nsubj root
803	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADV NOUN DET	compound root punct	ADV ADJ PROPN	det compound det
804	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET ADJ AUX AUX ADJ	det vocative aux amod amod	VERB ADJ VERB VERB	nsubj advmod root root
805	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	AUX ADV ADP PART	case cop root obj	PART ADP VERB	case advmod root
806	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB PART PART	root det case	VERB ADJ ADV ADV	root det amod amod
807	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX VERB ADJ NOUN ADJ PART	nsubj aux root root root det obj	PRON VERB ADP ADJ PART	nsubj nsubj det advmod obj
808	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON NOUN VERB ADJ	nsubj vocative root cop	ADP VERB VERB	nsubj root root
809	Keep them away from us	அவர்களை எங்களிடமிருந்து விலக்கி வையுங்கள்	hate_speech	VERB ADJ AUX PRON ADV	root compound advmod punct vocative	NOUN VERB PROPN DET	det obj amod nsubj
810	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON ADP VERB PRON	nsubj det root compound	DET VERB VERB	det root root
811	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	DET VERB PROPN AUX	advmod root root punct	PART VERB	nsubj root
812	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET ADP	nsubj root det nsubj	ADV VERB ADP VERB	compound root det root
813	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	ADV NOUN VERB DET	det nsubj amod det	VERB DET PART	nsubj nsubj advmod
814	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	AUX AUX AUX PRON AUX	vocative vocative vocative nsubj aux	PRON DET PROPN PROPN	obj nsubj amod advmod
815	Listen, I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	ADJ PRON AUX VERB ADJ PRON ADV	obj nsubj aux root compound nsubj advmod	ADJ VERB VERB	advmod root root
816	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ PRON	det aux nsubj amod punct	VERB PROPN ADP	obj compound nsubj
817	What a silly comment, got it?	எவ்வளவு பேதையான கருத்து	profanity	ADJ PRON ADJ PRON ADP PROPN	amod nsubj advmod advmod obj case	DET NOUN VERB	nsubj advmod root
818	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PROPN VERB DET VERB	compound root punct case	PROPN VERB	nsubj root
819	Stop being so rude, got it?	இவ்வளவு முறைகேடாக இருக்காதே	profanity	DET PROPN ADP NOUN VERB INTJ	nsubj amod nsubj obj nsubj obj	DET ADJ ADP	nsubj case advmod
820	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	VERB VERB PRON VERB PART	root root root root amod	PROPN PROPN VERB PART	amod nsubj obj amod
821	Oh great, another brilliant plan	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	NOUN ADJ ADV ADJ AUX	punct amod advmod amod cop	PART NOUN PROPN DET VERB	nsubj obj compound compound root
822	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	VERB NOUN AUX VERB	nsubj compound aux cop	PRON VERB ADP VERB	obj obj obj root
823	You are a constant problem	நீ எப்போதும் ஒரு பிரச்சினை	harassment_bullying	PRON AUX AUX AUX PROPN	nsubj aux compound punct root	PRON VERB NOUN ADV	nsubj obj advmod obj
824	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	NOUN PART PRON ADV	obj obj nsubj advmod	ADV PRON VERB DET	nsubj obj root det
825	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON DET VERB INTJ	nsubj cop root det	ADP VERB VERB	compound obj root
826	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX AUX ADJ ADV	det aux compound amod root	VERB PROPN NOUN	root obj compound
827	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	PROPN PRON PRON	cop case nsubj	NOUN VERB PART	case obj case
828	You will regret this	இதற்காக நீ வருந்துவாய்	threat	PRON AUX VERB DET	nsubj aux root det	ADJ PRON DET	obj obj advmod
829	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PART VERB ADP	nsubj case root det	PROPN VERB VERB	nsubj obj root
830	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET PROPN	nsubj root det nsubj	NOUN VERB ADJ VERB	amod nsubj obj root
831	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADJ PART PROPN	case cop punct	PART ADV DET	compound det compound
832	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX ADJ ADJ DET	det aux cop amod amod	VERB PROPN NOUN	root case advmod
833	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	DET ADV ADV NOUN	det cop nsubj obj	ADP DET VERB	compound det root
834	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	PART PART ADJ	root obj root	NOUN NOUN NOUN	obj case advmod
835	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON NOUN VERB ADJ	nsubj compound root root	DET VERB VERB	obj obj root
836	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PROPN DET AUX ADJ	obj cop aux amod	PRON VERB DET VERB	nsubj root nsubj root
837	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET AUX	nsubj root det amod	DET VERB ADP VERB	obj root advmod root
838	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	ADP AUX ADP PART	root cop advmod root	ADJ ADV VERB	nsubj nsubj root
839	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	ADJ PROPN ADJ INTJ	det punct punct advmod	ADJ NOUN VERB	advmod det root
840	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB INTJ PRON ADV	nsubj aux root nsubj nsubj advmod	PART VERB VERB	det nsubj root
841	Sure, that will definitely work	ஆமாம், அது கண்டிப்பாக வேலை செய்யும்	sarcasm	PROPN DET AUX NOUN VERB	case det aux amod root	VERB VERB NOUN VERB VERB	root obj det root root
842	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV VERB ADJ NOUN	nsubj advmod obj det case	PRON VERB ADV NOUN	obj nsubj det nsubj
843	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET AUX	nsubj root det root	ADP VERB ADJ VERB	compound root compound root
844	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ PRON	det aux nsubj amod root	VERB ADV PART	root amod obj
845	Your opinion doesn't matter, got it?	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	NOUN PROPN AUX ADV PART VERB	compound case advmod compound obj obj	VERB PROPN ADP	nsubj nsubj obj
846	Your opinion doesn't matter	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	PROPN DET PROPN VERB	cop vocative case amod	VERB PART ADJ	root amod amod
847	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON NOUN VERB ADJ	nsubj case root case	PROPN VERB VERB	compound nsubj root
848	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB PRON PRON	root root det	VERB ADP ADP PROPN	root amod compound obj
849	Listen, Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	NOUN VERB AUX VERB	root root nsubj obj	VERB DET PART DET	nsubj obj det det
850	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON AUX VERB DET	nsubj compound root advmod	PROPN VERB VERB	det obj root
851	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	AUX ADV ADV ADJ	obj amod cop vocative	NOUN ADV VERB	amod obj root
852	Listen, This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	PROPN DET DET NOUN AUX DET PRON	punct det nsubj case advmod advmod nsubj	VERB NOUN ADP PROPN	root amod nsubj compound
853	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ ADP INTJ	nsubj aux amod amod case	PRON PROPN	obj case
854	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	PART ADV PRON AUX ADJ	det vocative nsubj aux amod	PRON VERB PROPN VERB VERB	obj root amod nsubj root
855	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON ADJ ADJ NOUN	advmod amod amod case	ADP DET VERB	advmod det root
856	Your opinion doesn't matter, got it?	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	INTJ ADP VERB INTJ PART ADJ	det root vocative obj compound vocative	VERB DET ADP	root advmod amod
857	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PROPN VERB AUX ADJ	det root amod amod	PROPN VERB	case root
858	What a silly comment, got it?	எவ்வளவு பேதையான கருத்து	profanity	VERB INTJ PROPN PART DET PRON	det vocative punct punct compound nsubj	ADP PART VERB	nsubj det root
859	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	ADJ VERB VERB	vocative root cop	NOUN NOUN PART	advmod det advmod
860	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	PROPN NOUN PRON ADV	cop root nsubj advmod	ADP PRON VERB ADV	nsubj nsubj root nsubj
861	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV ADP PRON PRON	amod advmod nsubj nsubj vocative	ADJ PROPN NOUN	advmod nsubj det
862	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	PRON ADJ PRON	compound obj nsubj	DET VERB ADJ	case obj amod
863	Stop being so rude, got it?	இவ்வளவு முறைகேடாக இருக்காதே	profanity	AUX AUX PROPN VERB ADJ DET	compound advmod det det vocative punct	PROPN ADV ADJ	det det amod
864	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ INTJ PROPN	nsubj aux amod compound punct	PRON ADV	obj compound
865	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	AUX VERB PART PRON	nsubj root advmod obj	NOUN VERB	advmod root
866	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX ADV VERB VERB ADP PROPN	nsubj aux det obj cop advmod amod	PRON VERB ADJ PART ADV	nsubj nsubj case obj det
867	What a genius you are	நீ எவ்வளவு பெரிய புத்திசாலி	sarcasm	ADJ ADJ VERB PRON AUX	punct amod root nsubj aux	PRON NOUN ADP NOUN	obj case advmod det
868	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PART	nsubj advmod
869	Oh great, another brilliant plan	அப்பு அருமை, இன்னொரு பிரமாதமான திட்டம்	sarcasm	INTJ ADJ ADV ADJ NOUN	vocative amod advmod amod det	PART PROPN DET PROPN VERB	obj case case nsubj root
870	Their group is the worst	அவர்களின் குழு மிகவும் மோசமானது	hate_speech	DET PRON AUX ADJ ADJ	det amod aux det amod	VERB DET VERB VERB	nsubj nsubj nsubj root
871	Shut up, idiot, got it?	வாயை மூடு, முட்டாள்	profanity	PART ADV AUX DET PART	punct amod root nsubj case	ADV DET PROPN	nsubj obj case
872	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	ADP ADJ PRON AUX ADJ	punct root nsubj aux amod	PRON VERB DET VERB VERB	obj nsubj case nsubj root
873	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB AUX ADP	root amod advmod	VERB ADP DET NOUN	root amod advmod nsubj
874	I like this idea	இந்த எண்ணம் எனக்கு பிடிக்கும்	non_offensive	PRON VERB DET NOUN	nsubj root det punct	PART VERB PROPN VERB	nsubj nsubj det root
875	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PRON VERB ADV ADV	case root punct nsubj	ADJ VERB	compound root
876	Fantastic job, totally flawless 🙄	அற்புத வேலை, முற்றிலும் குறையின்றி	sarcasm	ADJ PRON INTJ ADV DET	amod case advmod compound nsubj	PART VERB VERB ADJ	case nsubj obj det
877	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON DET	nsubj advmod
878	Your opinion doesn't matter, got it?	உன் கருத்துக்கு அர்த்தமில்லை	disrespect_dismissive	NOUN ADJ ADJ PART PROPN INTJ	vocative root root advmod nsubj advmod	VERB PROPN PART	obj nsubj det
879	You are irrelevant here, got it?	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV PRON PART	nsubj aux amod advmod compound case	PART PRON VERB	amod obj root
880	Stay out of this, got it?	இதிலிருந்து விலகி இரு	disrespect_dismissive	INTJ ADJ PRON DET AUX PRON	obj vocative det det punct obj	VERB DET ADJ	root det obj
881	Lovely, exactly what we needed	சூப்பர், நமக்குத் தேவைப்பட்டதே	sarcasm	ADJ ADV PRON PRON ADP	amod advmod nsubj nsubj punct	ADV NOUN NOUN	compound case nsubj
882	This won't end well for you	இது உனக்குச் சரியாக முடிவதில்லை	threat	DET NOUN INTJ PRON ADJ PRON	det det punct det cop nsubj	VERB PART ADP NOUN	root amod compound compound
883	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ PRON VERB	nsubj aux amod root advmod	PRON DET	obj advmod
884	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX NOUN ADJ PROPN	det aux nsubj amod det	VERB ADJ PROPN	nsubj obj nsubj
885	You never learn, do you	நீ ஒருபோதும் கற்றுக்கொள்வதில்லை, இல்லையா	harassment_bullying	PRON ADV VERB PRON PRON	nsubj advmod root compound nsubj	PRON VERB ADV NOUN	obj root nsubj obj
886	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	ADJ VERB AUX VERB DET	obj root obj root punct	ADJ ADP VERB ADV	case case obj det
887	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	DET PART PRON AUX ADJ	advmod nsubj nsubj aux amod	PRON VERB PART VERB VERB	obj root case obj root
888	You are stupid, got it?	நீ முட்டாள்	profanity	PRON AUX ADJ ADV ADV	nsubj aux amod punct cop	PRON ADV	obj compound
889	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB ADV PRON ADV	nsubj aux root det nsubj advmod	PROPN VERB VERB	advmod obj root
890	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PRON VERB ADP	nsubj vocative root punct	ADJ VERB VERB	case root root
891	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	PRON AUX PRON	vocative nsubj case	NOUN NOUN PROPN	case obj advmod
892	Nobody wants you here	இங்கே உன்னை யாரும் விரும்பவில்லை	harassment_bullying	DET DET PRON ADV	vocative punct nsubj advmod	ADJ PRON VERB ADV	obj nsubj nsubj advmod
893	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PRON NOUN AUX PART	cop cop aux compound	PRON VERB ADP VERB	nsubj root case root
894	Who asked you, got it?	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	DET PART PRON PROPN ADV	advmod compound nsubj punct obj	ADV VERB PART	det root amod
895	This is a dumb move	இது முட்டாள்தனமான செயல்	profanity	DET AUX PART ADJ ADV	det aux amod amod amod	VERB PROPN ADJ	root obj obj
896	We can meet tomorrow	நாளை நாம் சந்திக்கலாம்	non_offensive	PRON PRON VERB ADP	nsubj advmod root advmod	PART VERB VERB	obj nsubj root
897	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	ADJ INTJ AUX AUX	nsubj advmod aux vocative	PRON VERB NOUN VERB	nsubj root case root
898	Everyone knows you are useless	நீ பயனற்றவன் என்று அனைவரும் அறிவார்கள்	harassment_bullying	AUX PART PRON AUX ADJ	compound advmod nsubj aux amod	PRON VERB ADV VERB VERB	obj obj nsubj root root
899	You are irrelevant here, got it?	இங்கே நீ பொருத்தமற்றவன்	disrespect_dismissive	PRON AUX ADJ ADV ADP AUX	nsubj aux amod advmod punct nsubj	ADV PRON VERB	nsubj obj root
900	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB DET INTJ	root nsubj compound	VERB ADV ADJ DET	root compound case obj
901	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	ADV AUX VERB INTJ	punct advmod obj compound	PART PART VERB	amod obj root
902	People like them ruin everything	அவர்களைப் போன்றவர்கள் அனைத்தையும் கெடுப்பார்கள்	hate_speech	ADP VERB NOUN VERB NOUN	punct root det root nsubj	ADJ ADP VERB ADJ	obj obj obj obj
903	Please share the document	ஆவணத்தை பகிரவும்	non_offensive	PROPN VERB NOUN NOUN	root root amod cop	ADJ VERB	case root
904	You will regret this	இதற்காக நீ வருந்துவாய்	threat	PRON AUX VERB DET	nsubj aux root det	ADJ PRON PROPN	advmod nsubj case
905	Have a nice day	நல்ல நாள் இருக்கட்டும்	non_offensive	PRON NOUN PART AUX	cop punct obj compound	ADV DET VERB	nsubj nsubj root
906	Stay out of this	இதிலிருந்து விலகி இரு	disrespect_dismissive	AUX INTJ DET DET	compound vocative det det	VERB ADP ADV	root amod amod
907	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB PRON ADV	root vocative compound	VERB ADV ADP ADP	obj amod obj nsubj
908	You are stupid	நீ முட்டாள்	profanity	PRON AUX ADJ	nsubj aux amod	PRON PART	nsubj det
909	I will deal with you tonight	இன்றிரவு உன்னுடன் பார்க்கிறேன்	threat	PRON AUX VERB ADP PRON ADV	nsubj aux root obj nsubj advmod	PROPN VERB VERB	amod root root
910	They are a problem for our society	அவர்கள் நமது சமூகத்திற்கு ஒரு பிரச்சினை	hate_speech	PRON AUX ADV ADJ INTJ INTJ PRON	nsubj aux advmod root punct obj compound	PRON VERB ADJ DET NOUN	obj nsubj amod advmod obj
911	Shut up, idiot	வாயை மூடு, முட்டாள்	profanity	INTJ ADJ INTJ	case compound amod	ADJ PART ADV	advmod advmod advmod
912	Your work is excellent	உங்கள் வேலை சிறப்பாக உள்ளது	non_offensive	PRON INTJ AUX DET	cop vocative aux advmod	PRON VERB PART VERB	nsubj obj det root
913	Who asked you	யார் உன்னிடம் கேட்டார்கள்	disrespect_dismissive	PROPN ADV PRON	advmod vocative nsubj	ADP VERB PART	det root det
914	Stop being so rude, got it?	இவ்வளவு முறைகேடாக இருக்காதே	profanity	PART ADP AUX PRON PRON PROPN	nsubj obj compound cop case root	ADV ADP PROPN	advmod case compound
915	Watch your step	உன் நடையை கவனமாக வைத்துக்கோ	threat	VERB PROPN PRON	root amod advmod	VERB PART PART ADJ	obj case compound advmod
916	What a silly comment	எவ்வளவு பேதையான கருத்து	profanity	ADP AUX NOUN PRON	det vocative amod compound	ADP PART VERB	advmod case root
917	You always mess things up	நீ எப்போதும் விஷயங்களை கெடுப்பாய்	harassment_bullying	PRON ADV ADJ ADJ DET	nsubj advmod det vocative nsubj	PRON VERB ADP NOUN	obj root det nsubj
